fuck,date,organization,address,license,licenseYear,licenseCode,latitude,longitude
1,2010/12/30,品川VILLA公寓大廈管理委員會,新北市汐止區東勢里8鄰東勢街130號,97汐使字第098號,97,098,25.040392,121.633467
1,2010/12/15,森泉灣社區管理委員會,新北市汐止區保長路77號2樓,99汐使字第202號,99,202,25.078536,121.67464
1,2010/12/22,周美珠管理負責人,新北市汐止區湖興里5鄰翠峰街21巷1弄1號,99汐使字第401號,99,401,25.076661,121.643116
1,2010/12/22,闕淑君管理負責人,新北市汐止區湖興里3鄰翠峰街8巷2弄2號,99汐使字第402號,99,402,25.078752,121.643983
1,2011/01/02,中興大觀公寓大廈管理委員會,新北市汐止區中興路98－3號4樓之1,85汐使字第1402號,85,1402,25.06245,121.634523
1,2011/01/02,亞太經貿廣場A棟管理委員會,新北市汐止區大同路一段308號,99汐使字第189號,99,189,25.057603,121.636578
1,2011/02/16,亞太經貿廣場B棟管理委員會,新北市汐止區大同路一段308－6號,99汐使字第393號,99,393,25.057203,121.63708
1,2011/02/01,大湖國家三期管理委員會,新北市汐止區康寧街141巷1弄3號11樓,82汐使字第693號,82,693,25.066889,121.621184
1,2011/03/25,優強汐止工業園區管理負責人,新北市汐止區環河街191號,99汐使字第304號,99,304,25.056754,121.627799
1,2011/04/26,活力Double公寓大廈管理委員會,新北市汐止區新台五路二段238－9號5樓,96汐使字第727號,96,727,25.065839,121.671823
1,2011/04/15,觀湖華廈管理委員會,新北市汐止區明峰街59號5樓,85汐使字第195號,85,195,25.071155,121.63314
1,2011/07/04,雙橡園管理委員會,新北市汐止區伯爵街77號,98汐使字第770號,98,770,25.083041,121.636943
1,2011/07/28,晶采安家社區管理委員會,新北市汐止區福德三路8號5樓,99汐使字第524號,99,524,25.069694,121.637503
1,2011/08/25,合康東極大廈管理委員會,新北市汐止區新興路106號,99汐使字第493號,99,493,25.060853,121.658071
1,2011/10/28,東方湖山村社區管理委員會,新北市汐止區招商街19巷10號4樓,79汐使字第662號,79,662,25.068442,121.667141
1,2011/10/21,中央大公園管理委員會,新北市汐止區新台五路一段232~234號,84 汐使字第859號,84,859,25.064627,121.659492
1,2011/11/08,大湖翠亨A區管理委員會,新北市汐止區康寧街61巷51號至73號,81汐使字第1726號,81,1726,25.06771,121.619856
1,2011/11/14,風華社區管理委員會,新北市汐止區福德一路106巷3號,100汐使字第315號,100,315,25.068173,121.637334
1,2011/11/15,捷運年代社區管理委員會,新北市汐止區汐萬路一段192號,98汐使字第361號,98,361,25.07203,121.652294
1,2011/12/07,三甲好禮社區管理委員會,新北市汐止區連興街128巷7弄12號8樓,83汐使字第1562號,83,1562,25.061157,121.653477
1,2011/12/05,雅典王朝A區公寓大廈管理委員會(補登資料),新北市汐止區康寧街307巷1弄2~10號,82汐使字第457號,82,457,25.067442,121.626687
1,2012/01/12,世紀經貿大樓管理委員會,新北市汐止區大同路一段276號,80汐使字第075號,80,075,25.057303,121.634327
1,2012/03/03,雅典王朝C區公寓大廈管理委員會(補登資料),新北市汐止區康寧街313號10樓,81汐使字第118號,81,118,25.067731,121.627214
1,2012/06/01,峰岳管理委員會,新北市汐止區民族一街60號,100汐使字第319號,100,319,25.070903,121.633561
1,2012/06/02,峰岳2管理委員會,新北市汐止區民族二街32巷26號,100汐使字第279號,100,279,25.071148,121.633608
1,2012/06/03,東別館社區管理委員會,新北市汐止區汐碇路16-1巷1號,100汐使字第302號,100,302,25.058342,121.652696
1,2012/06/04,儷莊橘樓公寓大廈管理委員會,新北市汐止區茄苳路88巷22號,100汐使字第447號,100,447,25.070001,121.667328
1,2012/08/01,東之星大廈管理委員會,新北市汐止區大同路二段376-384號,79汐使字第158號,79,158,25.067066,121.657884
1,2012/10/01,吉璞長虹企業總部管理委員會,新北市汐止區福德二路215號,101汐使字第242號,101,242,25.064557,121.627934
1,2012/10/02,祥宏名廈公寓大廈管理委員會,新北市汐止區祥雲街45號,100汐使字第476號,100,476,25.090039,121.647015
1,2012/10/03,富信科技大樓,新北市汐止區大同路一段120~126號,100汐使字第298號,100,298,25.062548,121.645701
1,2012/11/01,順天大樓管理委員會,新北市汐止區瑞松街18巷17號,98汐使字第277號,98,277,25.104388,121.644662
1,2012/11/02,湖悅社區管理委員會,新北市汐止區民族六路7巷15號,101汐使字第251號,101,251,25.069865,121.630652
1,2012/12/01,汐止站前凱悅社區管理委員會,新北市汐止區大同路三段451號,99汐使字第171號,99,171,25.071366,121.678661
1,2012/12/02,君士坦丁堡希臘區管理委員會,新北市汐止區宜興街9巷9號,81汐使字第1088號,81,1088,25.041839,121.620833
1,2012/12/03,雍和台北園區管理委員會,新北市汐止區南陽街185-213號,101汐使字第331號,101,331,25.05864,121.625625
1,2013/01/22,正賢家園社區管理委員會,新北市汐止區信義路6號,101汐使字第465號,101,465,25.069497,121.661973
1,2013/04/23,汐止財星世界大樓管理委員會,新北市汐止區大同路一段380號,80汐使字第1315號,80,1315,25.05951,121.639408
1,2013/04/25,甲山林天廈管理委員會,新北市汐止區大同路二段231號,100汐使字第556號,100,556,25.065355,121.653454
1,2013/06/04,樂捷市社區管理委員會,新北市汐止區民族一街66號等,102汐使字第064號,102,064,25.07082,121.633205
1,2013/07/31,中正華廈公寓大廈管理委員會,"新北市汐止區中正路285,287號",83汐使字第1588號,83,1588,25.067838,121.655911
1,2013/07/29,早安清境社區管理委員會,新北市汐止區南興路62號等,101汐使字第488號,101,488,25.059259,121.652252
1,2013/07/24,新北市汐止區台北春田社區管理委員會,新北市汐止區樟樹一路123巷1號等,78汐使字第1677號,78,1677,25.06454,121.641847
1,2013/07/16,百神米蘭大樓管理委員會,新北市汐止區大同路二段508號等,100汐使字第359號,100,359,25.054991,121.631024
1,2013/12/24,台灣科學園區管理委員會,新北市汐止區大同路一段237-1號等,101汐使字第382號,101,382,25.058017,121.634843
1,2013/12/20,一翔如意大廈管理委員會,新北市汐止區新台五路二段77號等,102汐使字第228號,102,228,25.066832,121.664109
1,2014/01/10,彭舒藍管理負責人,新北市汐止區汐萬路三段119巷26弄23號等,102汐使字第402號,102,402,25.096879,121.642017
1,2014/01/28,周淳志管理負責人,新北市汐止區仁愛路49-1號等,102汐使字第553號,102,553,25.063034,121.659961
1,2014/03/03,汐科大廈管理委員會,新北市汐止區大同路二段184巷1-1號等,102汐使字第347號,102,347,25.064069,121.653535
1,2012/04/06,亞太經貿中心二期管理委員會(補登),新北市汐止區中興路22-34號,87汐使字第786號,87,786,25.059906,121.63685
1,2014/06/30,少年家特區公寓大廈管理委員會,新北市汐止區樟樹二路339巷1及3號,86汐使字第1241號,86,1241,25.070575,121.641054
1,2014/06/20,汐止雲品川社區管理委員會,新北市汐止區建成路23巷32號等,102汐使字第627號,102,627,25.071887,121.664198
1,2014/07/18,家中璽大廈管理委員會,"新北市汐止區大同路二段481,483號及光明街19號",84汐使字第578號,84,578,25.073125,121.665074
1,2014/07/07,寰宇首席公寓大廈管理委員會,新北市汐止區大同路二段226號等,102汐使字第452號,102,452,25.065321,121.653797
1,2014/10/31,歡喜天地管理委員會,"新北市汐止區明峰街322,324,324之1號等",83汐使字第226號,83,226,25.067067,121.62496
1,2014/10/30,台北特區460號管理委員會,新北市汐止區忠孝東路460至466號(雙),83汐使字第131號,83,131,25.073177,121.66624
1,2014/11/26,富美堂社區管理委員會,新北市汐止區汐平路一段8號等,103汐使字第223號,103,223,25.070951,121.680848
1,2014/12/25,御璟社區管理委員會,新北市汐止區工建路137至155號(單),103汐使字第092號,103,092,25.063244,121.638257
1,2014/12/27,伯爵山莊樂利苑公寓大廈管理委員會(補登),新北市汐止區伯爵街2巷1至31單號及3樓,79汐使字第1278號,79,1278,25.075551,121.642122
1,2014/12/29,寶麟初韻公寓大廈管理委員會,新北市汐止區保一街1號(代表號),103汐使字第291號,103,291,25.081589,121.673694
1,2015/02/13,幸福捷境社區管理委員會,新北市汐止區福德二路68號,103汐使字第270號,103,270,25.066856,121.633557
1,2015/05/06,仰大湖社區管理委員會,新北市汐止區明峰街93號,102汐使字第255號,102,255,25.0711,121.63193
1,2015/05/18,橙億有限公司公寓大廈管理委員會,新北市汐止區大同路二段169巷64號,104汐使字第133號,104,133,25.065642,121.649942
1,2015/07/20,城中公寓大廈管委會,新北市汐止區城中里2鄰大同路二段663號,104汐使字第261號,104,261,25.071836,121.664783
1,2015/07/23,基泰都鐸薔薇公寓大廈管理委員會,新北市汐止區汐萬路三段217巷37號,103汐使字第297號,103,297,25.103176,121.643185
1,2015/07/28,春發大廈,新北市汐止區福德二路219號6樓,102汐使字第140號,102,140,25.064375,121.627854
1,2015/08/11,宸峰公寓大廈管理委員會,新北市汐止區新台五路一段129號8樓,104汐使字第147號,104,147,25.061833,121.651971
1,2015/08/28,東台北社區管理委員會,新北市汐止區中興路110巷36號5樓,79汐使字第607號,79,607,25.064695,121.634367
1,2015/09/23,高玉換管理負責人,新北市汐止區合順街70號4樓,102汐使字第430號,102,430,25.043126,121.621273
1,2015/09/30,雲天綠第公寓大廈管理委員會,新北市汐止區新台五路一段272號21樓,104汐使字第131號,104,131,25.064447,121.659183
1,2015/10/30,林秀春管理負責人,新北市汐止區大同路二段667號,103汐使字第364號,103,364,25.071928,121.664815
1,2015/11/26,張華宗管理負責人,新北市汐止區翠峰街8巷5弄9號,103汐使字第408號,103,408,25.078092,121.643459
1,2016/01/12,河畔哲人社區管理委員會,新北市汐止區新台五路一段137號,104汐使字第00303號,104,00303,25.062118,121.652795
1,2016/02/22,橫科小築社區管理負責人,新北市汐止區橫科路18巷17號,101汐使字第00109號,101,00109,25.050203,121.61779
1,2016/03/14,吳氏公寓大廈管理委員會,新北市汐止區明峰街32號,104汐使字第00611號,104,00611,25.071472,121.63387
1,2016/04/08,寶藏社區管理委員會,新北市汐止區保長路51巷18號,104汐使字第00469號,104,00469,25.07889,121.674187
1,2016/04/28,台謙好境雅境社區管理委員會,新北市汐止區長興街一段60號,104汐使字第00524號,104,00524,25.079764,121.670769
1,2016/03/28,黃家大院,新北市汐止區大同路二段187巷6弄18號,105汐使字第00043號,105,00043,25.065149,121.652854
1,2016/05/13,龍巖汐止總部大樓管理人,新北市汐止區東勢街109號,104汐使字第00134號,104,00134,25.040748,121.633101
1,2016/05/19,陳公館管理負責人,新北市汐止區鄉長路2段22號,104汐使字第00112號,104,00112,25.082664,121.668361
1,2016/07/11,康福郡管理委員會,新北市汐止區福德一路133號,84汐使字第732號,84,732,25.067138,121.63704
1,2016/07/22,忠孝華廈社區管理委員會,新北市汐止區忠孝東路511號,83汐使字第258號,83,258,25.075427,121.666656
1,2016/08/18,椿城福第公寓大廈管理委員會,新北市汐止區光明街6號,83汐使字第1801號,83,1801,25.068836,121.660979
1,2016/09/07,仁德福星二期管理委員會,新北市汐止區和平街35號(單號),78汐使字第7855號,78,7855,25.070709,121.662367
1,2016/11/24,台灣科學園區T5館大樓管理負責人,新北市汐止區工建路356-358號,105汐使字第00294號,105,00294,25.060245,121.633981
1,2017/01/12,東方黎明社區管理委員會,新北市汐止區福德一路187巷4號,83汐使字第00815號,83,00815,25.065809,121.635645
1,2017/01/26,潤泰明峰管理委員會,新北市汐止區明峰街136號,105汐使字第00301號,105,00301,25.070831,121.629712
1,2017/02/23,蘭庭序大廈管理委員會,新北市汐止區汐萬路1段193號2樓等,104汐使字第00245號,104,00245,25.071691,121.652351
1,2017/02/09,合謙好境美境社區管理委員會,新北市汐止區長興街2段56號2樓之3等,105汐使字第00280號,105,00280,25.081865,121.67438
1,2017/02/23,星喬科技園區管理負責人,新北市汐止區康寧街163-1號等,105汐使字第00533號,105,00533,25.066976,121.622462
1,2017/03/01,龍泰天廈管理委員會,新北市汐止區大同路3段437號等,81汐使字第01021號,81,01021,25.071403,121.678297
1,2017/03/03,iCASA公寓大廈管理委員會,新北市汐止區東勢街113號等,104汐使字第00471號,104,00471,25.041077,121.633223
1,2017/03/15,暐石登峰社區管理委員會,新北市汐止區民族五路28號等,105汐使字第00284號,105,00284,25.071452,121.629301
1,2017/04/06,隱馥玉公寓大廈管理委員會,新北市汐止區中興路179-5號等,105汐使字第00164號,105,00164,25.066652,121.630427
1,2017/04/21,合謙富境社區管理委員會,新北市汐止區長興街2段62號等,105汐使字第00407號,105,00407,25.081916,121.674578
1,2017/05/23,凱旋大地別墅社區管理委員會,新北市汐止區汐萬路1段418巷1弄2號等,88汐使字第00937號,88,00937,25.078367,121.650549
1,2017/06/09,環瑋大地管理委員會,新北市汐止區樟樹二路112號等,83汐使字第00242號,83,00242,25.064872,121.63982
1,2017/07/13,國揚雲端科技大樓管理委員會,新北市汐止區南興路51號等,105汐使字第00535號,105,00535,25.060628,121.652508
1,2017/08/02,慶寶社區管理負責人,新北市汐止區水源路1段245號等,106汐使字第00086號,106,00086,25.059943,121.654261
1,2017/08/08,新興家園公寓大廈管理負責人,新北市汐止區新興路42~52號,86汐使字第00011號,86,00011,25.060869,121.658257
1,2017/10/16,綠意皇邑社區管理委員會,新北市汐止區橋東里忠孝東路490~492號,105汐使字第00225號,105,00225,25.075495,121.666931
1,2017/10/17,鄉友社區管理負責人,新北市汐止區鄉友街9號等,106汐使字第00410號,106,00410,25.080804,121.668167
1,2017/10/20,南興綠園社區管理委員會,新北市汐止區南興路79~81號,105汐使字第00175號,105,00175,25.058776,121.653412
1,2017/10/25,香帥公寓大廈管理負責人,新北市汐止區江北里15鄰汐萬路1段211巷26號 ,106汐使字第00374號,106,00374,25.071759,121.651094
1,2017/10/27,三正社區管理負責人,新北市汐止區宜興街108號,106汐使字第00360號,106,00360,25.042997,121.623279
1,2017/09/08,君悅公寓大廈管理負責人,新北市汐止區民族二街13號,105汐使字第00545號,105,00545,25.070592,121.634944
1,2017/11/06,汐平華廈管理委員會,新北市汐止區汐平路一段28號等,85汐使字第00498號,85,00498,25.070571,121.681985
1,2017/09/29,適逸居社區管理負責人,新北市汐止區宜興街124號,105汐使字第00560號,105,00560,25.042992,121.623478
1,2017/11/07,矽科國際大樓管理負責人,新北市汐止區南興路58號,105汐使字第00536號,105,00536,25.059556,121.652643
1,2017/11/02,春華社區管理負責人,新北市汐止區新昌路35號,106汐使字第00372號,106,00372,25.067969,121.662272
1,2017/12/25,漢寶科技大樓公寓大廈管理委員會,新北市汐止區福德三路363~369號,105汐使字第00219號,105,00219,25.066383,121.627554
1,2018/01/12,金龍桃城公寓大廈管理負責人陳奕夫,新北市汐止區民族二街22號5樓,104汐使字第00541號,104,00541,25.072053,121.63536
1,2017/11/27,和蘭公寓社區管理負責人,新北市汐止區水源路一段242號,106汐使字第00183號,106,00183,25.060257,121.654124
1,2018/02/05,勤樸大臻大樓,新北市汐止區大同路一段499號,106汐使字第00119號,106,00119,25.062186,121.644709
1,2018/02/27,半島花園A棟社區管理委員會,新北市汐止區樟樹二路466號7樓,106汐使字第00230號,106,00230,25.07372,121.643613
1,2018/03/05,汐萬17管理負責人,新北市汐止區汐萬路一段17號7樓之1,80汐使字第00171號,80,00171,25.067471,121.655897
1,2018/04/17,東方明珠大廈二期管理委員會,新北市汐止區民權街二段87-91號,83汐使字第00085號,83,00085,25.047658,121.619226
1,2018/04/09,誼誠大樓管理負責人,新北市汐止區湖前街68巷9號7樓,105汐使字第00158號,105,00158,25.070785,121.632806
1,2018/03/16,超級花園社區管理委員會,新北市汐止區樟樹二路93號1樓,105汐使字第00337號,105,00337,25.062895,121.639562
1,2018/10/03,北歐晴社區管理委員會,新北市汐止區中正路298號5樓,106汐使字第00565號,106,00565,25.068299,121.656524
1,2018/10/03,風華社區管理委員會,新北市汐止區福山里12鄰國興街23巷10號 ,106汐使字第00494號,106,00494,25.04568,121.621999
1,2018/10/03,蔣?(王美)瑤管理負責人,新北市汐止區保長里16鄰保長路37巷14號 ,107汐使字第00200號,107,00200,25.079633,121.673357
1,2018/10/08,康郡社區管理委員會,新北市汐止區仁愛路106巷23-31號,106汐使字第00285號,106,00285,25.062999,121.662792
1,2018/12/17,半島花園BC棟社區管理委員會,新北市汐止區樟樹二路438號,107汐使字第00067號,107,00067,25.073566,121.643334
1,2019/01/30,閱泰然社區管理委員會,新北市汐止區水源路一段168巷6-18號,107汐使字第00100號,107,00100,25.062249,121.655249
1,2019/02/25,麗園公寓大廈社區管理委員會,新北市汐止區大同路二段446-454號,107汐使字第00018號,107,00018,25.067273,121.659621
1,2019/02/25,上東城社區管理委員會,新北市汐止區康寧街459巷51號,107汐使字第00363號,107,00363,25.069513,121.630236
1,2019/03/22,汐寶之星管理負責人,新北市汐止區仁愛路43-45號,107汐使字第00242號,107,00242,25.063375,121.659651
1,2018/10/19,合康雲極社區管理委員會,新北市汐止區自強里8鄰新興路145號12樓 ,107汐使字第00064號,107,00064,25.060813,121.658377
1,2018/06/22,幸福城市社區管理委員會(10806補登),新北市汐止區中興里11鄰福德二路57號 ,106汐使字第00329號,106,00329,25.066925,121.634179
1,2019/07/23,哲人德林社區管理委員會,新北市汐止區仁愛路162-6~162-8號,107汐使字第00471號,107,00471,25.064906,121.664254
1,2019/08/19,御東城社區管理委員會,新北市汐止區康寧街459巷18號1樓,108汐使字第00113號,108,00113,25.0698,121.631091
1,2019/09/03,品美學社區管理委員會,新北市汐止區南興路89號,107汐使字第00082號,107,00082,25.058851,121.65315
1,2019/09/16,富春山居管理負責人,新北市汐止區湖興里17鄰康寧街753巷2弄18號,106汐使字第00560號,106,00560,25.074646,121.639684
1,2019/09/24,大同硯社區管理委員會,新北市汐止區和平街9號,107汐使字第00404號,107,00404,25.070657,121.663225
1,2019/10/15,翠御社區管理委員會,新北市汐止區汐碇路11號,107汐使字第00243號,107,00243,25.05861,121.653451
1,2019/12/19,益翔青庭公寓大廈管理委員會,新北市汐止區保長路53號,108汐使字第00172號,108,00172,25.078673,121.673632
1,2020/01/20,敦美苑社區管理委員會,新北市汐止區仁愛路152巷77號1樓,108汐使字第00209號,108,00209,25.063344,121.665012
1,2015/05/18,橙億有限公司公寓大廈管理委員會-10904補登,新北市汐止區大同路2段169巷68-2號等,108汐使字第00483號,108,00483,25.065766,121.649897
1,1998/01/01,佳人綠園公寓大廈管理委員會-1090406補登,新北市汐止區福德一路106巷8~18號,086汐使字第00946號,086,00946,25.068472,121.637261
1,2020/03/02,迎東湖社區管理委員會,新北市汐止區湖光里明峰街7-13號,104汐使字第00465號,104,00465,25.071176,121.635347
1,2020/04/20,東湖畔管理委員會,新北市汐止區湖光里湖東街36號,108汐使字第00205號,108,00205,25.072244,121.63511
1,2020/06/29,勤樸天際社區管理委員會,新北市汐止區大同路1段103~109號及111巷13~18號,102汐使字第00428號,102,00428,25.062548,121.645701
1,2020/07/02,耀東城社區管理委員會,新北市新北市汐止區金龍里24鄰康寧街459巷10號,109汐使字第00020號,109,00020,25.068992,121.631435
1,2020/07/14,恆美學社區管理委員會,新北市汐止區南興路96-98號,105汐使字第00401號,105,00401,25.058689,121.65334
1,2020/08/10,欣富築社區管理委員會,新北市汐止區茄苳路286號,108汐使字第00312號,108,00312,25.067784,121.672431
1,2020/08/07,明湖儷莊管理委員會,新北市汐止區民族二街30巷8-10號,104汐使字第00289號,104,00289,25.071869,121.634563
1,2020/08/21,天墅社區公寓大廈管理委員會,新北市汐止區東勢街201巷163弄88號B2,107汐使字第00039號,107,00039,25.042583,121.632606
1,2020/08/19,忠孝大院管理委員會,新北市汐止區忠孝東路415號1樓,108汐使字第00142號,108,00142,25.071393,121.665784
1,2020/08/28,東湖捷境大樓管理委員會,新北市汐止區康寧街52-60號,108汐使字第00438號,108,00438,25.066578,121.618765
1,2020/10/07,站前水漾社區管理委員會,新北市汐止區長安里長興街1段29號,107汐使字第00296號,107,00296,25.079051,121.669753
1,2020/10/14,山水清境大樓管理委員會,新北市汐止區水源路一段275號6樓,85汐使字第1140號,85,1140,25.058907,121.654202
1,2020/11/11,中研翡麗公寓大廈管理委員會,新北市汐止區宜興里20鄰林森街35號,108汐使字第00137號,108,00137,25.040182,121.622539
1,2020/12/27,金龍皇璽社區管理委員會,新北市汐止區康寧街623巷2-10號,108汐使字第00359號,108,00359,25.071839,121.63664
1,2021/01/02,大園汐止廠房管理負責人,新北市汐止區大同路1段489-493號,109汐使字第00319號,109,00319,25.061422,121.642861
1,2021/01/13,興富發莊園中研A+社區管理委員會,新北市汐止區東勢街201巷1號,107汐使字第00058號,107,00058,25.042,121.63363
1,2021/01/19,遠雄U-TOWN管理委員會,新北市汐止區新台五路1段99號B3,103汐使字第00395號,103,00395,25.06162,121.648248
1,2021/01/30,葳格博閱社區管理委員會,新北市汐止區北峰里康寧街357-373號,109汐使字第00201號,109,00201,25.067688,121.628339
1,2021/02/17,汐止聖方濟朝聖地公寓大廈管理負責人,新北市汐止區大同路2段637號,108汐使字第00171號,108,00171,25.07141,121.664302
1,2021/04/15,龍霖臻藏社區管理委員會,新北市汐止區保一街18號,109汐使字第00408號,109,00408,25.080673,121.673793
1,2021/05/05,旭日雅築社區管理委員會,新北市汐止區長興街2段4巷11-23號,83汐使字第1199號,83,1199,25.080584,121.672732
1,2021/05/13,冠東城社區管理委員會,新北市汐止區康寧街459巷1-43號,109汐使字第00309號,109,00309,25.069012,121.631159
1,2021/05/20,東福大地社區住戶管理委員會,新北市汐止區保一街8巷20號3樓,83汐使字第1800號  81汐建字第1743號,83,1800,25.08096,121.673139
1,2021/08/01,大永大廈管理負責人,新北市汐止區福德二路288號,110汐使字第00103號,110,00103,25.065147,121.626527
1,2021/08/05,采采良品采悅館管理委員會,新北市汐止區興福里福德一路176巷6-12號,109汐使字第00373號,109,00373,25.066333,121.635641
1,2021/08/09,水源居社區公寓大廈管理委員會,新北市汐止區水源路2段72巷6弄1-13號,83汐使字第1520號,83,1520,25.055844,121.655572
1,2021/09/01,台灣金聯汐止大樓管理負責人,新北市汐止區保長路422-426號,109汐使字第25號,109,25,25.072236,121.684149
1,2021/09/13,國揚矽谷管理委員會,新北市汐止區中興路43號,110汐使字第16號,110,16,25.061934,121.634118
1,2021/09/29,自由室社區管理委員會,新北市汐止區忠孝東路258巷16弄8-12號,110汐使字第00080號,110,00080,25.067126,121.66355
1,2021/10/16,四季晏北晏社區管理委員會,新北市汐止區樟樹二路167-175號,110汐使字第007號,110,007,25.06755,121.640474
1,2021/10/16,四季晏南晏社區管理委員會,新北市汐止區樟樹二路161-165號,110汐使字第008號,110,008,25.067312,121.640389
1,2021/10/22,湖之妍公寓大廈管理委員會,新北市汐止區康寧街607-609號,108汐使字第00062號,108,00062,25.071093,121.63593
1,2021/11/25,富貴名邸社區管理委員會,新北市汐止區汐平路1段18號,108汐使字第147號,108,147,25.07071,121.681372
1,2021/12/19,大同社區管理委員會,新北市汐止區大同路2段206號,84汐使字第021號,84,021,25.064841,121.653339
1,2022/01/04,福德One社區管理委員會,新北市汐止區福德一路188-202號,110汐使字第200號,110,200,25.066002,121.634944
1,2022/01/19,筑丰陽陽大廈管理委員會,新北市汐止區樟樹二路358號1樓,110汐使字第127號,110,127,25.070917,121.641859
1,2022/02/08,情人味社區管理委員會,新北市汐止區福德一路86巷7-13號,82汐使字第1388號,82,1388,25.068704,121.637663
1,1996/09/14,台北滿天星管理委員會,板橋市長江路二段211至225號,84板使字第 0400 號,84,0400,25.03257,121.468322
1,1996/10/09,大聯盟管理委員會,板橋市大觀路三段133巷15號3樓,85板使字第 0497 號,85,0497,24.994312,121.433038
1,1996/11/23,中山大樓管理委員會,板橋市中山路二段99號12樓之12 ,85板使字第 0941 號,85,0941,25.016173,121.474414
1,1996/11/29,久揚天廈管理委員會,板橋市中山路一段293號之1 14樓,83板使字第 1722 號,83,1722,25.014683,121.47089
1,1996/12/12,板橋新都市管理委員會,板橋市篤行路二段161巷8號13樓,81板使字第 1142 號,81,1142,24.987304,121.429458
1,1997/01/24,莒光雙喜臨門管理委員會,板橋市莒光路159巷2號2樓,84板使字第 1516 號,84,1516,25.024429,121.473479
1,1997/03/04,台北大第管理委員會,板橋市篤行路二段131巷76號11樓,84板使字第 0248 號,84,0248,24.99016,121.432291
1,1997/03/10,好鄰居大貴區管理委員會,板橋市懷德街139巷49號3樓,85板使字第 0588 號,85,0588,25.031057,121.480202
1,1997/03/26,雙冠軍管理委員會,板橋市國慶路213巷25號4樓,85板使字第 0824 號,85,0824,24.996877,121.462509
1,1997/05/27,麒麟天地東區管理委員會,板橋市金門街297巷7號13樓,84板使字第 0682 號,84,0682,24.986457,121.430656
1,1997/06/11,民生廣場管理委員會,板橋市民生路一段35號7樓之1 ,84板使字第 1533 號,84,1533,25.012664,121.475739
1,1997/06/27,合宜管理委員會,板橋市實踐路34號10樓之2 ,85板使字第 1331 號,85,1331,25.007085,121.463539
1,1997/07/03,傳家廣場管理委員會,板橋市龍泉街110號16樓之1 ,84板使字第 0777 號,84,0777,25.024542,121.456821
1,1997/07/04,龍都緣管理委員會,板橋市龍興街103巷1號5樓,84板使字第 0334 號,84,0334,25.003433,121.444318
1,1997/07/17,文化第王管理委員會,板橋市文化路二段182巷1弄12號12樓,84板使字第 1302 號,84,1302,25.02783,121.47156
1,1997/07/21,愛因斯坦管理委員會,板橋市長安街261巷25號2樓,83板使字第 0734 號,83,0734,25.011308,121.472962
1,1997/08/08,大漢東宮管理委員會,板橋市文聖街202號,80板使字第 0778 號,80,0778,25.025832,121.480134
1,1997/08/26,玉平雙公園管理委員會,板橋市篤行路三段68號1樓,85板使字第 1438 號,85,1438,24.985541,121.427098
1,1997/09/18,薪貴居管理委員會,板橋市雨農路21號12樓之4 ,86板使字第 0338 號,86,0338,25.024242,121.461446
1,1997/09/22,陽明管理委員會,板橋市陽明街25巷11號9樓,82板使字第 0688 號,82,0688,25.021203,121.465968
1,1997/09/25,財星管理委員會,板橋市南雅南路一段55號,85板使字第 0738 號,85,0738,25.005987,121.45594
1,1997/09/27,豪美館前管理委員會,板橋市館前東路104號13樓,79板使字第 0750 號,79,0750,25.007521,121.462877
1,1997/10/21,天藍凱悅管理委員會,板橋市貴興路88號9樓,83板使字第 0531 號,83,0531,25.003122,121.455949
1,1997/10/22,高爾夫花園廣場采風座管理委員會,板橋市南雅南路二段11巷5號,84板使字第 1550 號,84,1550,25.002389,121.454865
1,1997/10/24,福弟管理委員會,板橋市新海路135巷47號7樓,84板使字第 1006 號,84,1006,25.02249,121.459712
1,1997/10/30,板橋名人居管理委員會,板橋市莊敬路25巷4弄3號5樓,86板使字第 0138 號,86,0138,25.027442,121.474014
1,1997/11/03,文化金都大廈管理委員會,板橋市文聖街42號,84板使字第 0633 號,84,0633,25.031245,121.476472
1,1997/11/03,吉祥儒邑管理委員會,板橋市文化路二段410巷2弄16號1至14樓,85板使字第 0478 號,85,0478,25.03069,121.474074
1,1997/11/08,榮華大廈管理委員會,板橋市大觀路3段160巷25弄2號1樓,85板使字第 0709 號,85,0709,24.99367,121.430423
1,1997/11/13,全家福公寓大廈管理委員會,板橋市金門街215巷27號6樓,85板使字第 1628 號,85,1628,24.989998,121.433079
1,1997/11/25,板橋大公園管理委員會,板橋市篤行路二段70號2樓,84板使字第 0169 號,84,0169,24.99221,121.431391
1,1997/11/25,百世順公寓大廈管理委員會,板橋市國光路183號,85板使字第 0216 號,85,0216,25.018519,121.46092
1,1997/12/04,陽光庭園社區大樓管理委員會,板橋市大觀路三段212巷38號,85板使字第 1040 號,85,1040,24.993123,121.42973
1,1997/12/10,國盛富地管理委員會,板橋市仁化街103號,85板使字第 0175 號,85,0175,25.032318,121.476603
1,1997/12/12,御花園管理委員會,板橋市華興街17號,72板使字第 0486 號,72,0486,25.004567,121.458848
1,1997/12/16,青年福利園管理委員會,板橋市和平路129巷16號,85板使字第 1348 號,85,1348,24.995905,121.462766
1,1997/12/30,江山美人管理委員會,板橋市大觀路三段160巷34弄5至29號,85板使字第 1542 號,85,1542,24.994575,121.430027
